1.78912 0.480844
0.750965 0.510437
1.60833 0.48965
2.50664 0.321812
3.82287 0.184322
3.11021 0.251879
0.2921 0.294971
1.34432 0.484165
1.48435 0.505322
1.70071 0.477678
1.28413 0.480866
1.43962 0.493496
1.10287 0.488345
2.29812 0.351407
2.33895 0.419133
4.09216 0.142556
0.794406 0.463107
1.56502 0.482818
3.7364 0.154981
4.04427 0.168071
4.56011 0.0735633
2.897 0.272442
0.0290393 0.0837361
2.27444 0.412699
1.90415 0.408562
2.36111 0.40807
4.87326 0.119065
0.904672 0.517712
3.08353 0.263014
0.133726 0.176018
1.12651 0.546979
0.954995 0.512537
4.02205 0.195317
4.29208 0.15946
0.998965 0.471387
2.12119 0.381435
2.69644 0.298226
0.413606 0.333587
0.642206 0.424188
1.84991 0.478282
2.70651 0.335966
2.86246 0.294786
2.16582 0.382668
4.66933 0.0701997
2.35495 0.376445
4.17372 0.135708
4.60686 0.0907876
1.23945 0.4839
1.90218 0.436467
4.90736 0.04276
4.84045 0.122664
3.37025 0.183315
2.5919 0.298035
4.72241 0.113018
4.75115 0.107887
0.848866 0.475239
2.24542 0.377657
3.1012 0.299118
4.5645 0.0768622
2.06666 0.458112
1.08615 0.514018
4.63484 0.149672
0.0912683 0.104673
1.81289 0.441915
3.35185 0.255089
3.38194 0.243234
2.3545 0.344192
1.28934 0.50071
1.42035 0.51477
1.49832 0.473429
2.41032 0.323252
1.45945 0.504817
4.69424 0.0914053
3.7158 0.20039
4.45724 0.143928
4.90138 0.0653813
1.67238 0.49569
2.62767 0.379729
4.07879 0.163802
1.07223 0.527208
3.90511 0.159353
0.398211 0.339282
0.582522 0.4514
1.42214 0.533734
2.63274 0.286575
2.76004 0.260366
2.6733 0.311105
0.5554 0.433262
3.8463 0.194333
3.3747 0.200784
2.35087 0.394215
3.26961 0.212943
0.0291948 0.0479406
3.83017 0.135759
1.91081 0.436261
2.44111 0.406415
1.82569 0.496449
3.75595 0.132508
4.94628 0.0413311
2.11313 0.430427
