0.535327 1.7905 4.12223
1.23949 0.702875 8.64233
0.482212 1.18357 3.14177
0.740983 1.51918 6.42737
0.182369 0.569685 8.23575
1.4379 0.402637 9.54822
1.66262 1.45851 26.1542
0.521287 0.772225 4.946
0.993118 1.92226 17.8166
1.42554 1.76085 28.4414
1.39371 1.55603 21.9121
0.443964 1.32118 2.69656
1.42712 1.83218 30.7139
1.42425 1.62686 24.5708
1.72635 0.526782 10.7268
1.94098 1.14002 22.5674
1.85514 1.86622 48.3198
1.73512 0.575903 11.0314
0.445983 0.00151857 12.3795
1.08875 1.02093 8.54589
1.96652 0.959094 18.3541
0.292673 1.0451 4.05014
0.583986 1.20185 3.68929
0.672517 1.84259 7.33171
0.553508 1.86557 4.82619
1.55929 0.262574 10.2851
0.903196 1.18371 7.10503
0.732662 0.703877 5.84385
1.23751 0.79692 8.90506
1.82948 0.353473 10.6227
1.99655 1.22177 26.0171
0.553998 0.296214 8.83863
1.69521 1.21032 20.1583
1.54056 0.427526 9.82574
1.29655 0.836991 9.59666
1.94377 1.90366 53.8874
0.601443 1.97176 6.61888
1.06646 1.14102 9.04821
1.26528 1.77447 23.5668
0.493999 1.28733 2.99173
1.14229 1.63135 16.8337
0.548436 1.31356 3.34743
0.101109 0.485273 9.9958
0.705046 0.541805 6.72616
1.53782 0.203698 10.5775
0.818464 1.52637 7.9263
0.262419 1.58843 2.20571
0.0696048 0.0924435 12.0462
1.65514 0.0599569 11.78
1.87616 1.82048 46.9187
1.04407 1.41231 11.2712
1.24937 1.09166 11.1237
1.76773 0.613108 11.4646
1.87868 1.91423 51.6984
1.78079 1.14639 20.0911
1.28815 0.564636 8.79378
0.365361 0.887651 4.47793
1.0551 1.66104 15.0287
0.25742 0.234214 10.1606
0.775574 1.35081 6.09935
0.666983 1.83606 7.14509
1.51739 0.218531 10.462
0.0857985 1.74002 5.89338
1.72652 1.80369 40.5301
0.667027 1.75576 6.53346
0.662279 0.777074 5.24138
0.342487 1.66111 1.89537
0.339725 1.58016 1.99518
1.06635 1.96594 21.2859
1.50307 1.60133 26.1148
0.210451 1.63785 2.61325
0.611021 1.87173 6.10712
0.936034 0.291467 9.1139
0.377543 0.362721 8.46917
0.788768 0.398587 7.97492
1.73191 0.113981 11.3485
0.318933 0.648939 6.33317
1.12991 1.31545 11.7439
1.51924 0.172911 10.7671
1.74187 1.65332 35.0134
0.113881 0.626498 9.076
1.96447 1.85189 51.9786
0.134771 1.41779 5.0573
1.06424 1.96363 21.1577
0.90459 1.82789 13.4288
1.14655 1.97723 24.528
0.180658 1.16178 4.98759
1.62312 0.618817 10.6815
0.459326 0.0947858 11.2103
0.582731 0.439052 7.43583
0.38328 0.567501 6.63904
0.729935 0.819036 5.36894
1.8702 1.49029 32.5583
1.03059 0.102538 11.121
1.59211 0.179542 10.7881
1.10153 1.4202 12.5265
0.912276 0.717814 6.63538
1.43052 0.478183 9.42261
0.169283 1.05059 5.75354
0.129468 0.745839 8.15321
