1.3395 0.499018
0.9035 0.558855
3.496 0.228391
4.9485 0.126497
0.7125 0.426753
2.0855 0.373981
4.952 0.119974
2.713 0.305523
1.011 0.546872
4.989 0.084514
0.3605 0.314216
1.1815 0.498354
1.091 0.549253
1.282 0.540803
2.6695 0.281962
4.2115 0.0913247
0.2505 0.205534
2.4025 0.408802
1.8545 0.436971
0.7575 0.451322
2.092 0.403531
1.7025 0.494402
0.8195 0.53329
3.409 0.266014
4.702 0.109506
0.984 0.538153
0.4715 0.35077
3.237 0.227564
4.456 0.0668998
0.3555 0.288799
2.4865 0.314632
1.5785 0.501488
0.291 0.300943
3.3265 0.215626
2.6315 0.335465
4.8285 0.0646323
1.611 0.454239
2.6815 0.317456
0.707 0.507266
1.704 0.436738
0.2695 0.269234
4.6705 0.0756637
2.115 0.406434
4.9 0.0404101
3.9535 0.110104
2.9055 0.267754
3.285 0.255817
0.53 0.440123
0.8815 0.46903
2.72 0.283909
2.647 0.338918
4.4125 0.152055
2.2805 0.418333
1.395 0.470802
3.4575 0.215536
4.2255 0.087294
4.7965 0.0473836
2.46 0.316183
0.255 0.270227
0.735 0.513869
3.4525 0.181252
0.015 -0.0121512
1.0925 0.483579
4.582 0.0600149
0.386 0.324379
1.2825 0.5651
3.6245 0.183996
4.6905 0.103375
2.441 0.396096
2.2545 0.413504
1.4355 0.474253
1.9135 0.441135
2.927 0.280662
1.5725 0.490988
4.2235 0.136092
0.689 0.51304
2.996 0.270446
4.425 0.146391
4.074 0.120248
4.867 0.0994189
1.1125 0.504637
4.9865 0.068799
2.5045 0.340581
2.0745 0.437549
0.2245 0.257889
3.56 0.240133
2.2205 0.440571
1.94 0.430658
1.866 0.417453
3.1165 0.266451
1.3365 0.499419
4.023 0.197999
1.572 0.474896
1.3795 0.528952
4.7605 0.0603094
3.2125 0.271542
3.7765 0.220732
0.0755 0.0431382
1.131 0.505956
2.8235 0.299705
