1.25493 0.883644 0.0900256
1.25495 0.88379 0.0900492
1.255 0.883819 0.0900541
1.25463 0.883592 0.090017
1.25494 0.883649 0.0900264
1.25486 0.883716 0.0900372
1.25493 0.883642 0.0900252
1.25494 0.883785 0.0900485
1.25525 0.883845 0.0900582
1.25464 0.883594 0.0900175
1.25526 0.883848 0.0900587
1.25498 0.883697 0.0900341
1.25493 0.883781 0.0900478
1.25525 0.883844 0.090058
1.25523 0.883838 0.090057
1.25497 0.883692 0.0900332
1.2549 0.883743 0.0900415
1.25466 0.883603 0.0900189
1.25505 0.883831 0.090056
1.25466 0.883604 0.090019
1.25525 0.883844 0.0900581
1.25503 0.883725 0.0900386
1.25525 0.883845 0.0900582
1.25571 0.88407 0.0900958
1.25525 0.883845 0.0900582
1.25466 0.883604 0.0900191
1.25524 0.883841 0.0900575
1.255 0.88382 0.0900543
1.25465 0.883599 0.0900182
1.25498 0.883698 0.0900342
1.25493 0.883782 0.090048
1.25496 0.883652 0.0900269
1.25465 0.883602 0.0900186
1.25474 0.883659 0.0900279
1.25491 0.883745 0.0900419
1.25466 0.883603 0.0900189
1.25522 0.883832 0.090056
1.25502 0.883719 0.0900376
1.25464 0.883595 0.0900175
1.25526 0.883848 0.0900588
1.25498 0.883694 0.0900335
1.25522 0.883833 0.0900562
1.25522 0.883832 0.090056
1.25522 0.883833 0.0900563
1.25466 0.883602 0.0900187
1.25525 0.883842 0.0900578
1.25494 0.883649 0.0900264
1.25488 0.883615 0.090021
1.25465 0.8836 0.0900184
1.25466 0.883604 0.090019
1.25466 0.883603 0.0900189
1.25522 0.883834 0.0900564
1.25523 0.883835 0.0900566
1.25494 0.883646 0.0900259
1.25491 0.883744 0.0900417
1.25494 0.883649 0.0900264
1.25465 0.883601 0.0900186
1.25463 0.883593 0.0900172
1.25466 0.883603 0.0900188
1.25525 0.883843 0.0900579
1.25533 0.883813 0.0900532
1.25401 0.883307 0.0899722
1.25495 0.883656 0.0900275
1.25463 0.88359 0.0900168
1.25495 0.883793 0.0900497
1.25498 0.883694 0.0900335
1.25503 0.883724 0.0900385
1.25494 0.883647 0.090026
1.25488 0.883616 0.0900211
1.2552 0.883825 0.0900549
1.25463 0.883592 0.0900172
1.25526 0.883848 0.0900587
1.25597 0.8841 0.0901014
1.25526 0.883848 0.0900588
1.25526 0.883846 0.0900585
1.255 0.883819 0.0900541
1.25493 0.88378 0.0900476
1.25526 0.883848 0.0900587
1.25496 0.883805 0.0900518
1.25498 0.883694 0.0900336
1.25522 0.883833 0.0900562
1.25494 0.883782 0.090048
1.25495 0.88379 0.0900493
1.25494 0.883786 0.0900486
1.25494 0.883648 0.0900262
1.25514 0.883724 0.0900386
1.25494 0.883649 0.0900263
1.25465 0.883598 0.0900181
1.25489 0.883621 0.0900218
1.25494 0.883783 0.0900482
1.25489 0.883737 0.0900405
1.25524 0.88384 0.0900573
1.25491 0.883744 0.0900417
1.25495 0.883793 0.0900498
1.25466 0.883602 0.0900188
1.25524 0.88384 0.0900574
1.25493 0.883643 0.0900254
1.25525 0.883844 0.090058
1.25465 0.883601 0.0900186
1.25494 0.883787 0.0900489
